koi_disposition,koi_pdisposition,koi_score,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_insol,koi_model_snr
CANDIDATE,CANDIDATE,,109.43946,223.4128,0.0905,3.801,1.87E+02,1,2.31,7.3
CANDIDATE,CANDIDATE,,194.2583534,288.4461343,,3.15,,,,
CANDIDATE,CANDIDATE,,164.507439,212.7605,0.3819,11.428,4.34E+02,2.15,3.39,11.7
CANDIDATE,CANDIDATE,,370.84786,260.7921,0.8847,13.966,1.44E+03,4.03,0.54,15.2
CANDIDATE,CANDIDATE,,73.908995,159.8067,0.4947,3.916,1.01E+02,0.94,7.44,7
CANDIDATE,CANDIDATE,,96.32561456,153.0316267,,2.28,,,,
CANDIDATE,CANDIDATE,,212.646179,221.6137,0.1739,2.539,9.53E+02,3.19,2.5,5.4
FALSE POSITIVE,FALSE POSITIVE,,371.54879,183.5693,0.6743,9.841,1.26E+02,1.13,0.66,10.1
FALSE POSITIVE,FALSE POSITIVE,,226.499243,131.6622,0.266,1.328,1.27E+02,0.89,0.86,4.7
CANDIDATE,CANDIDATE,,251.48808,192.461,0.8011,6.8,3.05E+02,1.74,1.55,6.4
CANDIDATE,CANDIDATE,,32.4185265,161.4252,0.7105,5.154,1.11E+02,1.62,52.7,7.9
CANDIDATE,CANDIDATE,0,19.15976088,141.5680129,1.191,3.10166,3.25E+04,25.24,7.65,900.3
FALSE POSITIVE,FALSE POSITIVE,0,2.61594288,132.415,0.711,6.45,7.21E+01,0.92,831.27,13.4
FALSE POSITIVE,FALSE POSITIVE,0,1.686009643,133.060575,0.566,1.1818,3.90E+02,1.81,1024.99,48.5
CANDIDATE,CANDIDATE,0.832,32.033211,146.8143,0.007,5.289,7.13E+01,0.85,28.78,9.2
CANDIDATE,CANDIDATE,0.37,43.3975622,153.934,0.08,3.908,5.85E+02,1.69,5.35,8.6
CANDIDATE,CANDIDATE,,478.7918502,184.4598838,,4.06,,,,
FALSE POSITIVE,FALSE POSITIVE,,344.961485,208.2266,0.3073,3.023,4.28E+02,1.61,0.66,6.2
CANDIDATE,CANDIDATE,1,22.2659599,144.87,0.03,4.816,6.13E+01,1.18,152.29,8.3
CANDIDATE,CANDIDATE,0.433,199.064336,180.0893,0.763,13.623,2.65E+02,6.12,12.81,15.4
CANDIDATE,CANDIDATE,,277.114286,196.18868,0.0288,3.926,5.67E+02,17.56,31.66,10.4
CANDIDATE,CANDIDATE,,323.159363,149.1299,0.0504,2.427,3.69E+02,3.41,2.83,7.4
CANDIDATE,CANDIDATE,,21.512259,139.0225,0.1017,4.337,1.31E+02,1.13,39.45,7.1
CANDIDATE,CANDIDATE,,303.226376,344.05409,0.1097,1.802,1.46E+03,3.66,1.33,12.7
CANDIDATE,CANDIDATE,,22.8631517,143.1523,0.1918,1.659,1.03E+02,4.84,361.26,8.5
CANDIDATE,CANDIDATE,,97.942437,157.97325,0.0071,2.575,1.00E+02,2.29,30.59,7.8
FALSE POSITIVE,FALSE POSITIVE,,163.820347,232.6163,0.2012,1.331,1.20E+03,2.59,0.93,7
FALSE POSITIVE,FALSE POSITIVE,,151.577009,194.7958,0.0653,2.59,4.68E+02,3.67,14.96,9.3
CANDIDATE,CANDIDATE,,493.30572,361.8842,0.327,5.425,4.05E+02,1.08,0.12,7.2
CANDIDATE,CANDIDATE,,449.87203,298.195,0.1377,6.539,1.13E+03,2.59,0.37,10.5
CANDIDATE,CANDIDATE,,419.93373,391.9313,0.4097,10.29,2.85E+02,1.82,1.57,12
CANDIDATE,CANDIDATE,,322.221973,217.0496,0.2141,7.531,4.66E+02,2.18,1.4,8.9
CANDIDATE,CANDIDATE,,235.413973,307.0728,0.1095,3.065,1.03E+03,3.2,2.03,6.9
CANDIDATE,CANDIDATE,,366.68293,257.6476,0.782,3.854,1.08E+03,3.15,0.58,6.4
CANDIDATE,CANDIDATE,0.982,240.57135,239.50353,0.457,11.164,9.22E+02,2.93,1.96,36.9
CANDIDATE,CANDIDATE,0.858,217.792748,210.6893,0.926,4.695,1.49E+03,6.15,2.94,16.6
CONFIRMED,CANDIDATE,0.848,259.34304,165.6794,0.447,16.04,3.50E+02,6.04,9.65,13.1
CANDIDATE,CANDIDATE,,388.0388485,513.4051356,,4.44,,,,
FALSE POSITIVE,FALSE POSITIVE,0,8.34410791,136.54528,0.546,1.606,2.55E+02,1.75,229.93,9.9
CANDIDATE,CANDIDATE,0.993,4.76815507,131.85686,0.046,2.115,6.10E+01,0.49,79.48,9.2
FALSE POSITIVE,FALSE POSITIVE,,545.4562397,131.6984103,,5.91,,,,
FALSE POSITIVE,FALSE POSITIVE,0,2.709570339,134.084891,1.238,5.57527,1.32E+04,223.75,8211.89,900.9
CANDIDATE,CANDIDATE,,49.49059818,160.3970528,,1.61,,,,
CANDIDATE,CANDIDATE,,364.18129,245.1789,0.0594,6.65,4.70E+02,1.78,0.45,7
CANDIDATE,CANDIDATE,,37.7935113,167.4179,0.0794,1.718,6.72E+01,0.89,29.06,6.9
FALSE POSITIVE,FALSE POSITIVE,0,0.855294909,131.6579596,1.269,2.89112,6.77E+03,49.03,4916.23,870.3
FALSE POSITIVE,FALSE POSITIVE,,350.609298,163.1091,0.0409,1.621,3.70E+02,3.88,6.37,3.6
CANDIDATE,CANDIDATE,,172.621943,170.014,0.3131,4.435,7.88E+02,26.09,92.12,3.4
CANDIDATE,CANDIDATE,,264.708077,370.4525,0.2277,3.975,4.61E+02,6.17,7.68,6.3
FALSE POSITIVE,FALSE POSITIVE,,452.40428,189.0844,0.6038,17.2,2.17E+02,1.58,1.01,8.2
FALSE POSITIVE,FALSE POSITIVE,0,0.699985822,131.840533,0.28,3.02633,3.89E+05,46.27,1761.47,626.9
CANDIDATE,CANDIDATE,,8.67237968,132.55073,0.1385,2.826,9.91E+01,0.87,109.61,12.3
CANDIDATE,CANDIDATE,,35.9216912,148.93441,0.7193,0.585,2.21E+02,1.38,11.38,5.6
FALSE POSITIVE,FALSE POSITIVE,0,35.8726918,131.5668,0.963,4.402,9.16E+02,62.51,1837.31,24.6
CANDIDATE,CANDIDATE,,102.300622,208.6092,0.9599,4.473,7.81E+02,35.36,221.33,13
CANDIDATE,CANDIDATE,,359.8455,210.5057,0.4022,34.84,5.04E+02,14.76,16.01,12.3
CANDIDATE,CANDIDATE,,22.7783121,145.96798,0.3499,1.037,1.56E+02,1.89,130.87,7.3
CANDIDATE,CANDIDATE,,114.406187,225.7127,0.2729,4.92,1.31E+03,2.42,1.21,11.4
CANDIDATE,CANDIDATE,,132.114,238.008,0.2502,2.514,2.17E+02,0.75,0.52,5.7
CANDIDATE,CANDIDATE,,623.2344,274.3089,0.0831,14.448,6.03E+02,2.04,0.35,15.8
CANDIDATE,CANDIDATE,,46.16051579,137.0802908,,2.37,,,,
CANDIDATE,CANDIDATE,,217.170081,229.9068,86.1724,4.291,9.37E+02,109061,97.62,9.5
CANDIDATE,CANDIDATE,0.534,287.33114,360.8412,0.529,12.722,4.07E+02,2.07,1.18,19.7
CONFIRMED,CANDIDATE,1,9.8788502,134.3829,0.732,2.951,4.55E+02,2.64,238.98,13.4
CANDIDATE,CANDIDATE,,189.456089,233.6331,0.2906,3.077,4.53E+02,2.2,3.04,5.4
CANDIDATE,CANDIDATE,,230.358183,233.7677,0.4159,2.031,1.02E+03,2.87,1.66,6.2
CANDIDATE,CANDIDATE,,211.54114,236.2702,0.1723,5.4,7.51E+02,1.88,0.94,5.3
CANDIDATE,CANDIDATE,,88.523517,189.2756,0.9117,7.22,8.28E+02,1.6,0.45,7.7
FALSE POSITIVE,FALSE POSITIVE,,386.2240091,506.1610851,,4.93,,,,
CANDIDATE,CANDIDATE,,134.35872,201.2636,0.2786,13.3,7.52E+01,1.27,14.61,16.5
CANDIDATE,CANDIDATE,,55.01469183,156.7945344,,2.34,,,,
CANDIDATE,CANDIDATE,,198.781156,284.3868,0.1924,6.77,1.38E+02,1.69,6.33,10.3
FALSE POSITIVE,FALSE POSITIVE,,588.63759,246.525,0.3978,3.84,3.22E+02,1.52,0.28,7.4
CANDIDATE,CANDIDATE,,111.149082,193.6316,0.1665,2.911,3.94E+02,1.87,4.16,5.9
CANDIDATE,CANDIDATE,,284.87177,333.9721,0.0404,15.63,1.07E+02,1.84,6.1,10.1
FALSE POSITIVE,FALSE POSITIVE,0,9.8338474,132.5363,0.733,14.585,5.76E+01,0.98,188.78,23.8
CANDIDATE,CANDIDATE,,190.860818,256.5195,0.4668,2.823,5.12E+02,1.84,1.32,6.2
CANDIDATE,CANDIDATE,,374.41813,462.0983,0.5723,17.9,4.30E+02,2.42,1.44,8.9
CANDIDATE,CANDIDATE,,263.30198,308.8678,0.1782,2.213,3.78E+02,2.19,2.11,5.6
CANDIDATE,CANDIDATE,,370.31761,230.3001,0.3565,12.588,1.89E+03,2.98,0.26,15.1
CANDIDATE,CANDIDATE,,37.959659,145.234,0.3842,2.793,2.88E+02,1.41,12.93,6.9
CANDIDATE,CANDIDATE,,405.6296,245.7373,0.4652,11.26,3.04E+02,1.4,0.52,5.8
FALSE POSITIVE,FALSE POSITIVE,0,1.080695116,131.86822,0.62,7.449,3.13E+05,155.22,29671.05,198.8
CANDIDATE,CANDIDATE,0.949,11.8307724,140.1105,0.592,8.791,1.36E+02,1.16,83.17,12.4
CANDIDATE,CANDIDATE,,434.28175,363.313,0.3094,8.14,6.63E+02,1.94,0.48,12.8
CANDIDATE,CANDIDATE,,33.814176,142.4542,0.1563,7.69,2.23E+02,1.49,28.41,8.1
CANDIDATE,CANDIDATE,0.979,16.2957847,133.6205,0.603,5.16,4.10E+02,2.13,72.62,14.2
CANDIDATE,CANDIDATE,,28.201998,146.9903597,,3.86,,,,
CANDIDATE,CANDIDATE,,58.92565,176.6709,0.0655,14.56,4.47E+01,1.5,101.17,5.3
FALSE POSITIVE,FALSE POSITIVE,0,24.0733775,141.13539,0.914,19.612,1.33E+03,27.78,601.46,76.9
CANDIDATE,CANDIDATE,0.56,19.2405821,138.7454,0.258,4.99,2.07E+02,1.19,24.17,9
CANDIDATE,CANDIDATE,0.96,232.040326,262.2531,0.61,12.235,2.91E+02,2.05,2.71,15.2
CANDIDATE,CANDIDATE,,28.684308,148.2364,0.0138,4.64,2.82E+02,1.35,16.27,9.1
CANDIDATE,CANDIDATE,,265.29617,297.8704,0.3323,4.1,6.08E+02,2.99,1.97,5.9
CANDIDATE,CANDIDATE,0.979,61.569765,182.0201,0.486,9.75,2.98E+02,2.44,18.66,10.9
CANDIDATE,CANDIDATE,0.094,58.940569,159.6218,0.643,4.769,5.70E+02,2.48,11.06,9.2
CANDIDATE,CANDIDATE,0,14.1502311,141.47344,0.013,1.503,2.08E+02,0.74,5.44,9.3
CANDIDATE,CANDIDATE,,486.12702,426.1722,0.3621,9.495,1.21E+02,1.18,0.91,8.1
FALSE POSITIVE,FALSE POSITIVE,0,1.71029474,131.61307,0.825,2.946,1.59E+02,1.04,610.77,14.5
CANDIDATE,CANDIDATE,,31.8245304,144.5289,0.681,4.17,7.90E+01,0.8,28.37,7.7
CANDIDATE,CANDIDATE,,140.2440875,217.2997957,,5.43,,,,
CANDIDATE,CANDIDATE,,48.04066636,162.9114822,,1.62,,,,
CANDIDATE,CANDIDATE,0.972,12.008552,141.7017,0.901,4.613,7.66E+01,2.08,251.93,11.8
CANDIDATE,CANDIDATE,0.969,10.4314847,135.54229,0.95,2.09,5.91E+01,0.77,56.67,9.6
CANDIDATE,CANDIDATE,,47.5571352,135.8497,0.6234,1.708,3.39E+02,1.85,15.58,6.7
FALSE POSITIVE,FALSE POSITIVE,0.003,1.838514245,132.101259,0.947,3.2601,1.19E+05,57.6,1447.16,470
FALSE POSITIVE,FALSE POSITIVE,0.001,8.412008943,139.6485198,0.539,5.41096,1.36E+05,50.83,345.76,5696.2
FALSE POSITIVE,FALSE POSITIVE,0,3.912679136,133.4288498,23.127,3.556,2.92E+05,1794.2,253.12,1229.9
FALSE POSITIVE,FALSE POSITIVE,0,7.544804312,137.11963,1.266,8.2678,6.50E+03,63.99,546.03,587.2
CANDIDATE,CANDIDATE,0.479,27.2497521,131.8837,0.194,11.609,1.02E+02,4.49,333.56,14.6
FALSE POSITIVE,FALSE POSITIVE,0,2.283466438,132.34883,0.457,7.7999,8.64E+05,218.79,3883.24,1103.1
FALSE POSITIVE,FALSE POSITIVE,0,0.692807507,131.88094,1.196,1.49242,2.53E+04,46.44,4211.9,260.9
FALSE POSITIVE,FALSE POSITIVE,0,17.27929077,135.2741342,0.496,5.07591,1.64E+05,27.66,22.63,2841.5
CANDIDATE,CANDIDATE,0.705,16.9972894,143.87301,0.825,2.585,2.25E+02,3.14,197.18,11.1
CANDIDATE,CANDIDATE,,93.05654364,174.8833198,,2.34,,,,
CANDIDATE,CANDIDATE,,88.433122,212.6803,0.021,2.392,1.20E+02,1.7,29.68,4
CANDIDATE,CANDIDATE,,282.34315,261.7746,0.5038,3.956,2.21E+02,2.35,6.31,3.7
FALSE POSITIVE,FALSE POSITIVE,0,4.326946311,132.1921929,0.482,5.55905,4.09E+05,106.99,1137.15,4247.8
FALSE POSITIVE,FALSE POSITIVE,,527.29093,209.218,0.2371,14.305,2.01E+02,1.3,0.51,16
FALSE POSITIVE,FALSE POSITIVE,,168.858303,237.5792,0.0436,12.964,1.19E+02,2.41,18.16,9.7
CONFIRMED,CANDIDATE,1,5.34264143,134.38122,0.021,2.453,6.91E+02,1.72,96.47,19.9
FALSE POSITIVE,FALSE POSITIVE,0,19.38444245,137.214882,0.203,20.5899,3.37E+03,28.3,466.04,685.3
CANDIDATE,CANDIDATE,0,1.645319649,132.13077,0.118,1.635,1.08E+03,2.46,666.35,11.8
FALSE POSITIVE,FALSE POSITIVE,0,2.179924994,132.1293516,0.711,4.87581,2.53E+05,60.99,1040.63,4541.1
FALSE POSITIVE,FALSE POSITIVE,0,10.13540105,132.3238999,0.704,5.6831,2.56E+05,89.16,270.76,4311.3
FALSE POSITIVE,FALSE POSITIVE,,2.02487934,131.9026,0.3797,1.621,1.46E+02,1,643.17,7.7
CANDIDATE,CANDIDATE,0.999,15.3573445,132.60166,0.966,1.634,1.17E+02,1.42,66.65,9.6
CONFIRMED,CANDIDATE,1,5.71668787,136.32274,0.616,1.97,4.32E+02,1.92,196.51,11.8
CONFIRMED,CANDIDATE,0.905,51.1658019,172.30921,0.817,4.637,2.59E+02,1.51,5.96,12.2
FALSE POSITIVE,FALSE POSITIVE,0,12.4249559,141.5823,0.174,16.332,1.10E+02,0.88,57.8,17.6
FALSE POSITIVE,FALSE POSITIVE,,12.427135,141.4159,0.011,12.81,3.25E+01,1.05,403.8,4.2
CANDIDATE,CANDIDATE,0.93,77.792718,190.1476,0.576,6.08,2.88E+02,2.17,10,9.1
CANDIDATE,CANDIDATE,,163.5148985,144.8531292,,3.08,,,,
FALSE POSITIVE,FALSE POSITIVE,0.002,1.946198513,132.314091,0.249,4.0336,1.31E+05,52.58,2779.44,902.8
CANDIDATE,CANDIDATE,0.049,5.288547653,135.807213,0.93,3.2646,2.19E+03,55.28,6999.38,218.9
CANDIDATE,CANDIDATE,,294.055263,421.853,0.0617,14.32,7.70E+02,2.8,1.64,21.1
FALSE POSITIVE,FALSE POSITIVE,0,30.4838006,149.8133,1.222,2.6,1.84E+04,23.87,2.32,9.4
FALSE POSITIVE,FALSE POSITIVE,0,5.7584367,135.11279,0.101,2.587,7.37E+02,66.22,31195.25,26.8
FALSE POSITIVE,FALSE POSITIVE,0,25.9522913,154.8689,0.142,10.977,5.58E+02,2.03,24.49,14
FALSE POSITIVE,FALSE POSITIVE,0,8.58599537,136.21367,0.316,2.4078,8.18E+02,39.03,6831.52,36.9
FALSE POSITIVE,FALSE POSITIVE,0,9.892240848,136.693856,1.28,4.1774,5.28E+03,40.38,160.25,314
CANDIDATE,CANDIDATE,,126.505657,239.693,0.1855,8.836,9.55E+01,1.51,18.42,3.7
FALSE POSITIVE,FALSE POSITIVE,0,1.129848432,131.789871,1.042,2.07578,4.66E+03,120.13,37690.9,490.6
FALSE POSITIVE,FALSE POSITIVE,0,7.244778994,131.8598491,0.522,3.3873,9.91E+04,25.68,105.76,1761.4
FALSE POSITIVE,FALSE POSITIVE,,110.1552727,211.5620379,,2.04,,,,
FALSE POSITIVE,FALSE POSITIVE,0,0.730964241,132.19448,0.459,2.483,4.40E+01,0.99,8801.05,28.7
CANDIDATE,CANDIDATE,,117.684591,157.4182,0.4466,2.219,1.35E+02,1.52,10.46,5.3
FALSE POSITIVE,FALSE POSITIVE,0,17.73402024,143.9226707,0.837,7.27595,1.87E+05,93.52,149.48,2905.9
CANDIDATE,CANDIDATE,0.908,46.245164,136.47891,0.392,5.663,4.92E+02,2.46,17.15,15.5
CANDIDATE,CANDIDATE,0.69,9.7043379,138.1975,0.07,3.515,1.29E+02,1.19,178.46,8.6
CANDIDATE,CANDIDATE,,34.775371,162.2065,0.4758,2.93,3.88E+01,0.67,27.11,5.7
CANDIDATE,CANDIDATE,0.999,0.306702491,131.51216,0.173,0.9074,1.39E+02,0.93,6868.33,21.9
CANDIDATE,CANDIDATE,0.737,12.7713826,141.3553,0.374,3.347,1.42E+02,1.26,123.93,8
FALSE POSITIVE,FALSE POSITIVE,0,0.829019343,131.46667,0.72,4.8401,2.78E+05,90.08,9089.67,631.1
FALSE POSITIVE,FALSE POSITIVE,0,1.1080999,131.7222,0.525,3.3542,3.81E+05,124.19,5632.6,155.4
CANDIDATE,CANDIDATE,0.954,42.294739,133.8808,1.145,34.63,2.54E+02,140.14,324.71,25.2
FALSE POSITIVE,FALSE POSITIVE,,215.778765,180.324,0.7163,3.737,3.78E+02,14.71,32.65,5.8
CANDIDATE,CANDIDATE,0,1.444486083,132.31096,0.305,1.437,9.81E+02,1.73,290.01,12
CONFIRMED,CANDIDATE,0.997,5.99273265,131.75079,0.505,2.6502,6.98E+01,0.91,245.32,19.2
CONFIRMED,CANDIDATE,1,5.10110666,132.42955,0.083,2.657,6.51E+01,0.85,304.8,19.5
CANDIDATE,CANDIDATE,0.216,11.6089351,142.73625,1.105,2.957,2.00E+02,46.44,1184.51,8.7
FALSE POSITIVE,FALSE POSITIVE,0,94.22498,196.1757,0.801,22.445,3.46E+02,1.84,5.28,15.5
CANDIDATE,CANDIDATE,0.868,14.2378417,140.4771,0.314,4.86,1.93E+02,1.1,37.02,10.5
FALSE POSITIVE,FALSE POSITIVE,,241.0122,263.077,0.4046,1.19,2.16E+02,4.41,30.56,4.1
CANDIDATE,CANDIDATE,0.978,10.8206034,140.5078,0.592,2.848,1.17E+02,1.19,145.06,7.3
FALSE POSITIVE,FALSE POSITIVE,,164.689421,287.2483,0.5312,1.847,5.21E+02,2.24,3.15,4.6
FALSE POSITIVE,FALSE POSITIVE,0.292,4.264729569,135.198495,0.924,2.2075,2.27E+04,29.95,983.86,201.6
FALSE POSITIVE,FALSE POSITIVE,0,4.804469712,136.0047256,0.567,3.51946,1.33E+05,30.97,198.67,1177.8
FALSE POSITIVE,FALSE POSITIVE,0,6.150529292,132.522141,1.236,4.4562,2.42E+03,49.79,964.26,301.4
FALSE POSITIVE,FALSE POSITIVE,0,4.944927575,131.61124,1.215,3.4648,1.03E+03,19.43,66.56,62.5
FALSE POSITIVE,FALSE POSITIVE,0,4.442517008,133.608114,0.936,2.43922,2.53E+04,26.08,593.85,396.2
CANDIDATE,CANDIDATE,0.616,10.2090268,140.6805,0.213,6.264,3.67E+01,0.92,296.42,9.8
FALSE POSITIVE,FALSE POSITIVE,0,62.7356439,152.22026,0.73,10.7925,2.44E+05,90.12,28.65,1115.3
FALSE POSITIVE,FALSE POSITIVE,0,7.035518449,137.950087,1.268,3.5286,2.14E+03,24.91,88.6,91.5
CANDIDATE,CANDIDATE,,54.2916336,172.0219,0.7285,3.364,9.78E+01,1.67,46.21,7.9
CANDIDATE,CANDIDATE,0,453.54212,360.0617,0.633,17.026,8.61E+02,9.23,5.45,48.8
FALSE POSITIVE,FALSE POSITIVE,0,0.579516759,132.00256,0.638,1.342,2.70E+01,0.6,8953.61,9.8
CANDIDATE,CANDIDATE,0.755,122.8054416,179.31732,1.346,2.663,3.13E+02,118.62,31.11,10.6
FALSE POSITIVE,FALSE POSITIVE,0.228,16.2480865,143.96708,0.928,8.232,4.39E+02,2.38,58.1,21.1
FALSE POSITIVE,FALSE POSITIVE,,466.9407,244.7508,0.2921,30.56,9.79E+02,2.9,0.66,13.7
FALSE POSITIVE,FALSE POSITIVE,,289.788624,370.8039,0.6187,2.857,4.74E+02,5.51,19.6,6.6
FALSE POSITIVE,FALSE POSITIVE,,55.00402906,134.2268671,,6.06,,,,
FALSE POSITIVE,FALSE POSITIVE,0,2.873657901,132.5847,1.13,2.1054,4.39E+04,110.29,2645.12,65.6
FALSE POSITIVE,FALSE POSITIVE,0,1.680425996,132.33173,0.646,5.4548,2.77E+05,102.31,5564.77,440.1
FALSE POSITIVE,FALSE POSITIVE,,0.53345831,132.001459,,1.32,,,,
FALSE POSITIVE,FALSE POSITIVE,0,20.6864602,133.8900931,0.002,37.7424,1.36E+05,184.22,506.27,1656.7
FALSE POSITIVE,FALSE POSITIVE,,131.68018,229.6497,0.1224,14.73,2.07E+03,5.96,9.15,9.2
CANDIDATE,CANDIDATE,0,37.8404232,146.77624,0.211,6.408,2.33E+02,1.76,32.14,23.7
FALSE POSITIVE,FALSE POSITIVE,,200.762693,308.7451,42.778,2.215,1.92E+03,15056.9,54.06,5.5
FALSE POSITIVE,FALSE POSITIVE,0,1.123258617,132.02671,0.513,4.27355,3.78E+05,150.94,25226.88,779.2
CANDIDATE,CANDIDATE,,47.25643291,158.8207171,,2,,,,
CANDIDATE,CANDIDATE,0.995,32.0273169,150.635,0.259,5.144,1.62E+02,1.14,17.95,8.8
CANDIDATE,CANDIDATE,0.98,8.75630628,132.47009,0.371,2.852,8.19E+01,1.12,219.87,9.8
CANDIDATE,CANDIDATE,1,9.6183111,138.3435,0.447,4.215,2.50E+01,0.85,402.64,11.9
FALSE POSITIVE,FALSE POSITIVE,0,12.4250319,141.4868672,0.777,1.4446,2.95E+01,0.89,266.45,2.7
CONFIRMED,CANDIDATE,0.911,386.370512,452.874,0.01,11.007,1.34E+03,2.96,0.45,13.1
CANDIDATE,CANDIDATE,0.975,0.518060209,131.9425,1.262,1.8062,2.26E+03,61.49,17224.79,140.6
CANDIDATE,CANDIDATE,0.946,17.3695112,136.6159,0.28,4.012,3.14E+02,1.45,28.35,8.6
CANDIDATE,CANDIDATE,,17.8693759,140.2811,0.259,6.886,6.30E+01,0.81,78.58,9.8
CANDIDATE,CANDIDATE,0.629,17.236085,148.4127,0.04,4.209,3.30E+02,1.98,63.85,10.4
FALSE POSITIVE,FALSE POSITIVE,0,12.4297161,141.2846,0.293,15.078,1.93E+02,1.26,71.78,13.3
FALSE POSITIVE,FALSE POSITIVE,0,12.4288476,141.2012,0.031,16.43,1.65E+02,1.12,65.27,15.2
FALSE POSITIVE,FALSE POSITIVE,0,12.4258252,141.5229,0.689,21.841,1.30E+02,1.27,108.1,30
FALSE POSITIVE,FALSE POSITIVE,0,153.725848,284.07258,1.255,117.52,5.26E+03,259.36,68.48,302.3
FALSE POSITIVE,FALSE POSITIVE,0,12.4257907,141.5345,0.384,19.859,3.40E+02,1.27,28.51,28.2
FALSE POSITIVE,FALSE POSITIVE,0,12.4253356,141.58,0.966,27.49,3.74E+02,2.02,51.57,35.4
FALSE POSITIVE,FALSE POSITIVE,0,12.4254201,141.5458,0.428,18.56,1.45E+02,0.84,44.57,24.9
FALSE POSITIVE,FALSE POSITIVE,0,12.424995,141.5904,0.746,20.282,5.15E+01,2.06,660.61,21.4
FALSE POSITIVE,FALSE POSITIVE,0,12.4227918,141.7972,0.979,27.29,2.03E+02,1.44,38.29,15.5
CANDIDATE,CANDIDATE,,485.92297,299.5015,0.4516,3.756,1.23E+02,1.07,0.61,5.5
FALSE POSITIVE,FALSE POSITIVE,0,22.9134463,140.6466918,0.709,4.11699,2.52E+05,81.61,102.27,6512.7
CANDIDATE,CANDIDATE,0.8,9.6550473,137.07505,0.124,2.752,3.13E+02,1.45,58.36,12.2
FALSE POSITIVE,FALSE POSITIVE,,10.0046881,136.47719,0.0164,2.389,5.06E+01,1.9,1091.58,8.3
FALSE POSITIVE,FALSE POSITIVE,0,8.65315602,136.64735,0.049,2.627,4.18E+02,1.37,40.5,13.6
CANDIDATE,CANDIDATE,,228.65412,282.7548,0.225,2.487,1.79E+02,3.63,17.44,6.6
FALSE POSITIVE,FALSE POSITIVE,0,2.243015737,133.450825,0.661,4.31675,2.78E+05,92.34,2547.31,5552.2
FALSE POSITIVE,FALSE POSITIVE,0,4.694218481,133.780334,0.616,4.53365,1.75E+05,35.81,189.23,739.8
FALSE POSITIVE,FALSE POSITIVE,0,0.87683182,132.06142,,1.96,,,3077.39,
FALSE POSITIVE,FALSE POSITIVE,0,0.953734449,132.413233,1.262,1.7616,1.24E+03,47.65,12038.6,120.5
FALSE POSITIVE,FALSE POSITIVE,0,2.073873563,132.59754,0.198,6.5605,6.04E+05,274.78,23242.18,637.1
FALSE POSITIVE,FALSE POSITIVE,0,15.71378722,132.0981464,0.762,11.3122,6.04E+04,27.64,73.68,3602
FALSE POSITIVE,FALSE POSITIVE,0,7.964440392,136.194674,0.001,9.1701,6.85E+04,18.98,76.69,693.8
FALSE POSITIVE,FALSE POSITIVE,0,0.518071538,131.92715,1.264,1.7865,2.20E+03,42.1,9823.05,152.1
FALSE POSITIVE,FALSE POSITIVE,0,2.151214629,131.74391,0.235,2.226,3.33E+02,14.54,27604.18,28.5
CANDIDATE,CANDIDATE,1,12.7143635,134.79818,0.071,3.101,5.25E+02,2.2,89.81,9.9
CANDIDATE,CANDIDATE,0.985,80.4103783,171.29626,0.913,3.487,5.91E+02,4.93,19.35,14
CANDIDATE,CANDIDATE,0.965,1.93188768,133.1676,0.256,1.087,3.78E+01,0.57,977.65,8.8
FALSE POSITIVE,FALSE POSITIVE,,320.1847186,423.2096375,,11.94,,,,
FALSE POSITIVE,FALSE POSITIVE,0,12.426469,141.4649,0.978,25.71,1.81E+02,1.66,66.74,24.2
FALSE POSITIVE,FALSE POSITIVE,0,12.4262889,141.4617,0.879,18.764,9.42E+01,1.23,131.83,20.5
FALSE POSITIVE,FALSE POSITIVE,0,12.424747,141.6151,0.976,25.24,1.39E+02,1.35,53.94,30.7
FALSE POSITIVE,FALSE POSITIVE,0,12.4255705,141.5298,0.984,28.88,1.39E+02,1.37,63.95,21.1
FALSE POSITIVE,FALSE POSITIVE,0,12.426173,141.5013,0.997,30.64,1.15E+02,2.67,242.41,36.9
FALSE POSITIVE,FALSE POSITIVE,0,12.4244306,141.647,0.98,26.15,2.14E+02,1.59,61.31,15.5
FALSE POSITIVE,FALSE POSITIVE,0,6.71738328,137.2100078,0.159,3.60057,1.65E+05,37.65,143.87,1208.2
FALSE POSITIVE,FALSE POSITIVE,0,24.9559985,149.094437,0.996,2.76331,4.86E+03,36.91,1011.42,555.6
CANDIDATE,CANDIDATE,0.691,5.2449156,136.0365,0.019,8.367,3.55E+01,0.52,251.14,11.7
CANDIDATE,CANDIDATE,,168.6693478,132.5942053,,4.07,,,,
FALSE POSITIVE,FALSE POSITIVE,0,4.426942241,133.564383,0.951,1.6116,2.90E+03,5.43,199.4,68.9
CANDIDATE,CANDIDATE,,571.280892,368.0081,0.6109,21.827,4.61E+02,3.65,2.62,37.8
CANDIDATE,CANDIDATE,,4.66185924,133.58514,0.2695,3.164,4.93E+01,1.16,1590.18,15.8
CANDIDATE,CANDIDATE,,1.213672208,131.94978,7.3743,1.3644,2.73E+03,697.14,2422.45,24.8
FALSE POSITIVE,FALSE POSITIVE,0,3.454241684,131.711253,0.505,4.69505,8.82E+04,75.11,3867.02,6581.3
